Employer_ID,Week_Num,Participant_ID,Education_Level,Age_Group
382,3,178,Bachelors,21-30
382,3,186,Graduate,31-40
382,3,223,Bachelors,41-50
382,4,120,High School or College,31-40
382,4,178,Bachelors,21-30
382,4,186,Graduate,31-40
382,4,223,Bachelors,41-50
382,5,120,High School or College,31-40
382,5,178,Bachelors,21-30
382,5,186,Graduate,31-40
382,5,223,Bachelors,41-50
382,6,120,High School or College,31-40
382,6,178,Bachelors,21-30
382,6,186,Graduate,31-40
382,6,223,Bachelors,41-50
382,7,120,High School or College,31-40
382,7,178,Bachelors,21-30
382,7,186,Graduate,31-40
382,7,223,Bachelors,41-50
382,8,120,High School or College,31-40
382,8,178,Bachelors,21-30
382,8,186,Graduate,31-40
382,8,223,Bachelors,41-50
382,9,120,High School or College,31-40
382,9,178,Bachelors,21-30
382,9,186,Graduate,31-40
382,9,223,Bachelors,41-50
382,10,120,High School or College,31-40
382,10,178,Bachelors,21-30
382,10,186,Graduate,31-40
382,10,223,Bachelors,41-50
382,11,120,High School or College,31-40
382,11,178,Bachelors,21-30
382,11,186,Graduate,31-40
382,11,223,Bachelors,41-50
382,12,120,High School or College,31-40
382,12,178,Bachelors,21-30
382,12,186,Graduate,31-40
382,12,223,Bachelors,41-50
382,13,120,High School or College,31-40
382,13,178,Bachelors,21-30
382,13,186,Graduate,31-40
382,13,223,Bachelors,41-50
382,14,120,High School or College,31-40
382,14,178,Bachelors,21-30
382,14,186,Graduate,31-40
382,14,223,Bachelors,41-50
382,15,120,High School or College,31-40
382,15,178,Bachelors,21-30
382,15,186,Graduate,31-40
382,15,223,Bachelors,41-50
382,16,120,High School or College,31-40
382,16,178,Bachelors,21-30
382,16,186,Graduate,31-40
382,16,223,Bachelors,41-50
382,17,120,High School or College,31-40
382,17,178,Bachelors,21-30
382,17,186,Graduate,31-40
382,17,223,Bachelors,41-50
382,18,120,High School or College,31-40
382,18,178,Bachelors,21-30
382,18,186,Graduate,31-40
382,18,223,Bachelors,41-50
382,19,120,High School or College,31-40
382,19,178,Bachelors,21-30
382,19,186,Graduate,31-40
382,19,223,Bachelors,41-50
382,20,120,High School or College,31-40
382,20,178,Bachelors,21-30
382,20,186,Graduate,31-40
382,20,223,Bachelors,41-50
382,21,120,High School or College,31-40
382,21,178,Bachelors,21-30
382,21,186,Graduate,31-40
382,21,223,Bachelors,41-50
382,22,120,High School or College,31-40
382,22,178,Bachelors,21-30
382,22,186,Graduate,31-40
382,22,223,Bachelors,41-50
382,23,120,High School or College,31-40
382,23,178,Bachelors,21-30
382,23,186,Graduate,31-40
382,23,223,Bachelors,41-50
382,24,120,High School or College,31-40
382,24,178,Bachelors,21-30
382,24,186,Graduate,31-40
382,24,223,Bachelors,41-50
382,25,120,High School or College,31-40
382,25,178,Bachelors,21-30
382,25,186,Graduate,31-40
382,25,223,Bachelors,41-50
382,26,120,High School or College,31-40
382,26,178,Bachelors,21-30
382,26,186,Graduate,31-40
382,26,223,Bachelors,41-50
382,27,120,High School or College,31-40
382,27,178,Bachelors,21-30
382,27,186,Graduate,31-40
382,27,223,Bachelors,41-50
382,28,120,High School or College,31-40
382,28,178,Bachelors,21-30
382,28,186,Graduate,31-40
382,28,223,Bachelors,41-50
382,29,120,High School or College,31-40
382,29,178,Bachelors,21-30
382,29,186,Graduate,31-40
382,29,223,Bachelors,41-50
382,30,120,High School or College,31-40
382,30,178,Bachelors,21-30
382,30,186,Graduate,31-40
382,30,223,Bachelors,41-50
382,31,120,High School or College,31-40
382,31,178,Bachelors,21-30
382,31,186,Graduate,31-40
382,31,223,Bachelors,41-50
382,32,120,High School or College,31-40
382,32,178,Bachelors,21-30
382,32,186,Graduate,31-40
382,32,223,Bachelors,41-50
382,33,120,High School or College,31-40
382,33,178,Bachelors,21-30
382,33,186,Graduate,31-40
382,33,223,Bachelors,41-50
382,34,120,High School or College,31-40
382,34,178,Bachelors,21-30
382,34,186,Graduate,31-40
382,34,223,Bachelors,41-50
382,35,120,High School or College,31-40
382,35,178,Bachelors,21-30
382,35,186,Graduate,31-40
382,35,223,Bachelors,41-50
382,36,120,High School or College,31-40
382,36,178,Bachelors,21-30
382,36,186,Graduate,31-40
382,36,223,Bachelors,41-50
382,37,120,High School or College,31-40
382,37,178,Bachelors,21-30
382,37,186,Graduate,31-40
382,37,223,Bachelors,41-50
382,38,120,High School or College,31-40
382,38,178,Bachelors,21-30
382,38,186,Graduate,31-40
382,38,223,Bachelors,41-50
382,39,120,High School or College,31-40
382,39,178,Bachelors,21-30
382,39,186,Graduate,31-40
382,39,223,Bachelors,41-50
382,40,120,High School or College,31-40
382,40,178,Bachelors,21-30
382,40,186,Graduate,31-40
382,40,223,Bachelors,41-50
382,41,120,High School or College,31-40
382,41,178,Bachelors,21-30
382,41,186,Graduate,31-40
382,41,223,Bachelors,41-50
382,42,120,High School or College,31-40
382,42,178,Bachelors,21-30
382,42,186,Graduate,31-40
382,42,223,Bachelors,41-50
382,43,120,High School or College,31-40
382,43,178,Bachelors,21-30
382,43,186,Graduate,31-40
382,43,223,Bachelors,41-50
382,44,120,High School or College,31-40
382,44,178,Bachelors,21-30
382,44,186,Graduate,31-40
382,44,223,Bachelors,41-50
382,45,120,High School or College,31-40
382,45,178,Bachelors,21-30
382,45,186,Graduate,31-40
382,45,223,Bachelors,41-50
382,46,120,High School or College,31-40
382,46,178,Bachelors,21-30
382,46,186,Graduate,31-40
382,46,223,Bachelors,41-50
382,47,120,High School or College,31-40
382,47,178,Bachelors,21-30
382,47,186,Graduate,31-40
382,47,223,Bachelors,41-50
382,48,120,High School or College,31-40
382,48,178,Bachelors,21-30
382,48,186,Graduate,31-40
382,48,223,Bachelors,41-50
382,49,120,High School or College,31-40
382,49,178,Bachelors,21-30
382,49,186,Graduate,31-40
382,49,223,Bachelors,41-50
382,50,120,High School or College,31-40
382,50,178,Bachelors,21-30
382,50,186,Graduate,31-40
382,50,223,Bachelors,41-50
382,51,120,High School or College,31-40
382,51,178,Bachelors,21-30
382,51,186,Graduate,31-40
382,51,223,Bachelors,41-50
382,52,120,High School or College,31-40
382,52,178,Bachelors,21-30
382,52,186,Graduate,31-40
382,52,223,Bachelors,41-50
382,53,120,High School or College,31-40
382,53,178,Bachelors,21-30
382,53,186,Graduate,31-40
382,53,223,Bachelors,41-50
382,54,120,High School or College,31-40
382,54,178,Bachelors,21-30
382,54,186,Graduate,31-40
382,54,223,Bachelors,41-50
382,55,120,High School or College,31-40
382,55,178,Bachelors,21-30
382,55,186,Graduate,31-40
382,55,223,Bachelors,41-50
382,56,120,High School or College,31-40
382,56,178,Bachelors,21-30
382,56,186,Graduate,31-40
382,56,223,Bachelors,41-50
382,57,120,High School or College,31-40
382,57,178,Bachelors,21-30
382,57,186,Graduate,31-40
382,57,223,Bachelors,41-50
382,58,120,High School or College,31-40
382,58,178,Bachelors,21-30
382,58,186,Graduate,31-40
382,58,223,Bachelors,41-50
382,59,120,High School or College,31-40
382,59,178,Bachelors,21-30
382,59,186,Graduate,31-40
382,59,223,Bachelors,41-50
382,60,120,High School or College,31-40
382,60,178,Bachelors,21-30
382,60,186,Graduate,31-40
382,60,223,Bachelors,41-50
382,61,120,High School or College,31-40
382,61,178,Bachelors,21-30
382,61,186,Graduate,31-40
382,61,223,Bachelors,41-50
382,62,120,High School or College,31-40
382,62,178,Bachelors,21-30
382,62,186,Graduate,31-40
382,62,223,Bachelors,41-50
382,63,120,High School or College,31-40
382,63,178,Bachelors,21-30
382,63,186,Graduate,31-40
382,63,223,Bachelors,41-50
382,64,120,High School or College,31-40
382,64,178,Bachelors,21-30
382,64,186,Graduate,31-40
382,64,223,Bachelors,41-50
382,65,120,High School or College,31-40
382,65,178,Bachelors,21-30
382,65,186,Graduate,31-40
382,65,223,Bachelors,41-50
383,1,8,Bachelors,<21
383,1,9,Bachelors,31-40
383,1,51,Graduate,21-30
383,1,137,High School or College,31-40
383,1,164,Graduate,21-30
383,1,609,Bachelors,41-50
383,2,8,Bachelors,<21
383,2,9,Bachelors,31-40
383,2,51,Graduate,21-30
383,2,137,High School or College,31-40
383,2,164,Graduate,21-30
383,2,609,Bachelors,41-50
383,3,8,Bachelors,<21
383,3,9,Bachelors,31-40
383,3,51,Graduate,21-30
383,3,137,High School or College,31-40
383,3,164,Graduate,21-30
383,3,609,Bachelors,41-50
383,4,8,Bachelors,<21
383,4,9,Bachelors,31-40
383,4,51,Graduate,21-30
383,4,137,High School or College,31-40
383,4,164,Graduate,21-30
383,4,609,Bachelors,41-50
383,5,8,Bachelors,<21
383,5,9,Bachelors,31-40
383,5,51,Graduate,21-30
383,5,137,High School or College,31-40
383,5,164,Graduate,21-30
383,5,609,Bachelors,41-50
383,6,8,Bachelors,<21
383,6,9,Bachelors,31-40
383,6,51,Graduate,21-30
383,6,137,High School or College,31-40
383,6,164,Graduate,21-30
383,6,609,Bachelors,41-50
383,7,8,Bachelors,<21
383,7,9,Bachelors,31-40
383,7,51,Graduate,21-30
383,7,137,High School or College,31-40
383,7,164,Graduate,21-30
383,7,609,Bachelors,41-50
383,8,8,Bachelors,<21
383,8,9,Bachelors,31-40
383,8,51,Graduate,21-30
383,8,137,High School or College,31-40
383,8,164,Graduate,21-30
383,8,609,Bachelors,41-50
383,9,8,Bachelors,<21
383,9,9,Bachelors,31-40
383,9,51,Graduate,21-30
383,9,137,High School or College,31-40
383,9,164,Graduate,21-30
383,9,609,Bachelors,41-50
383,10,8,Bachelors,<21
383,10,9,Bachelors,31-40
383,10,51,Graduate,21-30
383,10,137,High School or College,31-40
383,10,164,Graduate,21-30
383,10,609,Bachelors,41-50
383,11,8,Bachelors,<21
383,11,9,Bachelors,31-40
383,11,51,Graduate,21-30
383,11,137,High School or College,31-40
383,11,164,Graduate,21-30
383,11,609,Bachelors,41-50
383,12,8,Bachelors,<21
383,12,9,Bachelors,31-40
383,12,51,Graduate,21-30
383,12,137,High School or College,31-40
383,12,164,Graduate,21-30
383,12,609,Bachelors,41-50
383,13,8,Bachelors,<21
383,13,9,Bachelors,31-40
383,13,51,Graduate,21-30
383,13,137,High School or College,31-40
383,13,164,Graduate,21-30
383,13,609,Bachelors,41-50
383,14,8,Bachelors,<21
383,14,9,Bachelors,31-40
383,14,51,Graduate,21-30
383,14,137,High School or College,31-40
383,14,164,Graduate,21-30
383,14,609,Bachelors,41-50
383,15,8,Bachelors,<21
383,15,9,Bachelors,31-40
383,15,51,Graduate,21-30
383,15,137,High School or College,31-40
383,15,164,Graduate,21-30
383,15,609,Bachelors,41-50
383,16,8,Bachelors,<21
383,16,9,Bachelors,31-40
383,16,51,Graduate,21-30
383,16,137,High School or College,31-40
383,16,164,Graduate,21-30
383,16,609,Bachelors,41-50
383,17,8,Bachelors,<21
383,17,9,Bachelors,31-40
383,17,51,Graduate,21-30
383,17,137,High School or College,31-40
383,17,164,Graduate,21-30
383,17,609,Bachelors,41-50
383,18,8,Bachelors,<21
383,18,9,Bachelors,31-40
383,18,51,Graduate,21-30
383,18,137,High School or College,31-40
383,18,164,Graduate,21-30
383,18,609,Bachelors,41-50
383,19,8,Bachelors,<21
383,19,9,Bachelors,31-40
383,19,51,Graduate,21-30
383,19,137,High School or College,31-40
383,19,164,Graduate,21-30
383,19,609,Bachelors,41-50
383,20,8,Bachelors,<21
383,20,9,Bachelors,31-40
383,20,51,Graduate,21-30
383,20,137,High School or College,31-40
383,20,164,Graduate,21-30
383,20,609,Bachelors,41-50
383,21,8,Bachelors,<21
383,21,9,Bachelors,31-40
383,21,51,Graduate,21-30
383,21,137,High School or College,31-40
383,21,164,Graduate,21-30
383,21,609,Bachelors,41-50
383,22,8,Bachelors,<21
383,22,9,Bachelors,31-40
383,22,51,Graduate,21-30
383,22,137,High School or College,31-40
383,22,164,Graduate,21-30
383,22,609,Bachelors,41-50
383,23,8,Bachelors,<21
383,23,9,Bachelors,31-40
383,23,51,Graduate,21-30
383,23,137,High School or College,31-40
383,23,164,Graduate,21-30
383,23,609,Bachelors,41-50
383,24,8,Bachelors,<21
383,24,9,Bachelors,31-40
383,24,51,Graduate,21-30
383,24,137,High School or College,31-40
383,24,164,Graduate,21-30
383,24,609,Bachelors,41-50
383,25,8,Bachelors,<21
383,25,9,Bachelors,31-40
383,25,51,Graduate,21-30
383,25,137,High School or College,31-40
383,25,164,Graduate,21-30
383,25,609,Bachelors,41-50
383,26,8,Bachelors,<21
383,26,9,Bachelors,31-40
383,26,51,Graduate,21-30
383,26,137,High School or College,31-40
383,26,164,Graduate,21-30
383,26,609,Bachelors,41-50
383,27,8,Bachelors,<21
383,27,9,Bachelors,31-40
383,27,51,Graduate,21-30
383,27,137,High School or College,31-40
383,27,164,Graduate,21-30
383,27,609,Bachelors,41-50
383,28,8,Bachelors,<21
383,28,9,Bachelors,31-40
383,28,51,Graduate,21-30
383,28,137,High School or College,31-40
383,28,164,Graduate,21-30
383,28,609,Bachelors,41-50
383,29,8,Bachelors,<21
383,29,9,Bachelors,31-40
383,29,51,Graduate,21-30
383,29,137,High School or College,31-40
383,29,164,Graduate,21-30
383,29,609,Bachelors,41-50
383,30,8,Bachelors,<21
383,30,9,Bachelors,31-40
383,30,51,Graduate,21-30
383,30,137,High School or College,31-40
383,30,164,Graduate,21-30
383,30,609,Bachelors,41-50
383,31,8,Bachelors,<21
383,31,9,Bachelors,31-40
383,31,51,Graduate,21-30
383,31,137,High School or College,31-40
383,31,164,Graduate,21-30
383,31,609,Bachelors,41-50
383,32,8,Bachelors,<21
383,32,9,Bachelors,31-40
383,32,51,Graduate,21-30
383,32,137,High School or College,31-40
383,32,164,Graduate,21-30
383,32,609,Bachelors,41-50
383,33,8,Bachelors,<21
383,33,9,Bachelors,31-40
383,33,51,Graduate,21-30
383,33,137,High School or College,31-40
383,33,164,Graduate,21-30
383,33,609,Bachelors,41-50
383,34,8,Bachelors,<21
383,34,9,Bachelors,31-40
383,34,51,Graduate,21-30
383,34,137,High School or College,31-40
383,34,164,Graduate,21-30
383,34,609,Bachelors,41-50
383,35,8,Bachelors,<21
383,35,9,Bachelors,31-40
383,35,51,Graduate,21-30
383,35,137,High School or College,31-40
383,35,164,Graduate,21-30
383,35,609,Bachelors,41-50
383,36,8,Bachelors,<21
383,36,9,Bachelors,31-40
383,36,51,Graduate,21-30
383,36,137,High School or College,31-40
383,36,164,Graduate,21-30
383,36,609,Bachelors,41-50
383,37,8,Bachelors,<21
383,37,9,Bachelors,31-40
383,37,51,Graduate,21-30
383,37,137,High School or College,31-40
383,37,164,Graduate,21-30
383,37,609,Bachelors,41-50
383,38,8,Bachelors,<21
383,38,9,Bachelors,31-40
383,38,51,Graduate,21-30
383,38,137,High School or College,31-40
383,38,164,Graduate,21-30
383,38,609,Bachelors,41-50
383,39,8,Bachelors,<21
383,39,9,Bachelors,31-40
383,39,51,Graduate,21-30
383,39,137,High School or College,31-40
383,39,164,Graduate,21-30
383,39,609,Bachelors,41-50
383,40,8,Bachelors,<21
383,40,9,Bachelors,31-40
383,40,51,Graduate,21-30
383,40,137,High School or College,31-40
383,40,164,Graduate,21-30
383,40,609,Bachelors,41-50
383,41,8,Bachelors,<21
383,41,9,Bachelors,31-40
383,41,51,Graduate,21-30
383,41,137,High School or College,31-40
383,41,164,Graduate,21-30
383,41,609,Bachelors,41-50
383,42,8,Bachelors,<21
383,42,9,Bachelors,31-40
383,42,51,Graduate,21-30
383,42,137,High School or College,31-40
383,42,164,Graduate,21-30
383,42,609,Bachelors,41-50
383,43,8,Bachelors,<21
383,43,9,Bachelors,31-40
383,43,51,Graduate,21-30
383,43,137,High School or College,31-40
383,43,164,Graduate,21-30
383,43,609,Bachelors,41-50
383,44,8,Bachelors,<21
383,44,9,Bachelors,31-40
383,44,51,Graduate,21-30
383,44,137,High School or College,31-40
383,44,164,Graduate,21-30
383,44,609,Bachelors,41-50
383,45,8,Bachelors,<21
383,45,9,Bachelors,31-40
383,45,51,Graduate,21-30
383,45,137,High School or College,31-40
383,45,164,Graduate,21-30
383,45,609,Bachelors,41-50
383,46,8,Bachelors,<21
383,46,9,Bachelors,31-40
383,46,51,Graduate,21-30
383,46,137,High School or College,31-40
383,46,164,Graduate,21-30
383,46,609,Bachelors,41-50
383,47,8,Bachelors,<21
383,47,9,Bachelors,31-40
383,47,51,Graduate,21-30
383,47,137,High School or College,31-40
383,47,164,Graduate,21-30
383,47,609,Bachelors,41-50
383,48,8,Bachelors,<21
383,48,9,Bachelors,31-40
383,48,51,Graduate,21-30
383,48,137,High School or College,31-40
383,48,164,Graduate,21-30
383,48,609,Bachelors,41-50
383,49,8,Bachelors,<21
383,49,9,Bachelors,31-40
383,49,51,Graduate,21-30
383,49,137,High School or College,31-40
383,49,164,Graduate,21-30
383,49,609,Bachelors,41-50
383,50,8,Bachelors,<21
383,50,9,Bachelors,31-40
383,50,51,Graduate,21-30
383,50,137,High School or College,31-40
383,50,164,Graduate,21-30
383,50,609,Bachelors,41-50
383,51,8,Bachelors,<21
383,51,9,Bachelors,31-40
383,51,51,Graduate,21-30
383,51,137,High School or College,31-40
383,51,164,Graduate,21-30
383,51,609,Bachelors,41-50
383,52,8,Bachelors,<21
383,52,9,Bachelors,31-40
383,52,51,Graduate,21-30
383,52,137,High School or College,31-40
383,52,164,Graduate,21-30
383,52,609,Bachelors,41-50
383,53,8,Bachelors,<21
383,53,9,Bachelors,31-40
383,53,51,Graduate,21-30
383,53,137,High School or College,31-40
383,53,164,Graduate,21-30
383,53,609,Bachelors,41-50
383,54,8,Bachelors,<21
383,54,9,Bachelors,31-40
383,54,51,Graduate,21-30
383,54,137,High School or College,31-40
383,54,164,Graduate,21-30
383,54,609,Bachelors,41-50
383,55,8,Bachelors,<21
383,55,9,Bachelors,31-40
383,55,51,Graduate,21-30
383,55,137,High School or College,31-40
383,55,164,Graduate,21-30
383,55,609,Bachelors,41-50
